時間日期,網址,標題,☯  上階層,[下階層],時間戳記
2023/06/09,https://disp.cc/m/Gossiping/gayn,幼兒被灌「彩虹藥水」拔髮又撞牆　她心碎：不喝就關廁所,吹哨者,|,
2023/06/08,https://youtu.be/YyVdqwkBC9I?si=UqtYKIVMxazIB_P7,【直播精華】當不懂商事法的議員遇上美國矽谷海歸律師市長？情況從糟糕變成難以理解！,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/06/07,https://disp.cc/m/Gossiping/ga70,光電瞄準屏南芒果產地？ 620筆農地租戶收到光電調查公文,吹哨者,|,
2023/06/07,https://www.youtube.com/watch?v=0OPi2xx2KxA,ブルーアーカイブ Blue Archive OST 163,"音樂收藏, 蔚藍檔案",淺層|純音樂,
2023/06/06,https://storystudio.tw/article/gushi/Keelung-Housing-Cooperative?fbclid=IwAR1SdD319Adq7YYgNote6ZgbAa6xWmrir1STwWWMlUNOBUqymg6dBG7k3MM,抵抗資本主義的基隆百年烏托邦： 全臺僅存的「住宅合作社」實驗,"社會相關議題, 區域地方縣市, ",Ⅰ建議|[房價房租]相關議題|基隆市,
2023/06/05,https://www.youtube.com/live/Uqo-3emegSw?si=rF_l60t8oZx35JXK,【國昌直播】看看上週台北市議會在做什麼_0605,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/06/05,https://www.youtube.com/watch?v=QzqOSXPbMRg,【跟拍到你家】失去雙腳的特攝英雄 他活下來醫生覺得是奇蹟 ▏緯來日本台,"休閒牧場, 人生哲學",故事脈絡,
2023/06/04,https://disp.cc/m/HatePolitics/g9DT,[黑特] 邱顯智:民進黨立院黨團非常可恥,吹哨者,|,
2023/06/04,https://www.youtube.com/watch?v=2ya2TiNN-DI,【下班瀚你聊】2023-06-04 Ep.66 黃國昌再爆im.B案外案水很深!柯文哲若上台..戰神接法務部長? @TheStormMedia,"吹哨者, 社會學",時事輿論,
2023/06/04,https://youtu.be/Me27JzUYqBA?si=EBM2qrQiZ2M2U0fM,封印されし神々,音樂收藏,Ⅰ東方|純音樂|臨界層,
2023/06/04,https://www.youtube.com/watch?v=wGTL5hL-LSI,Filian證實了貓確實是有9條命的【VTuber中文】【Filian/Layna】,Vtuber/Vup收藏,遊戲向,
2023/06/03,https://disp.cc/m/Gossiping/g9sl,"民進黨立委直接封殺「檢討性騷」！會議記錄曝光　全場罵爆：瘋了嗎",吹哨者,|,
2023/06/03,https://disp.cc/m/Gossiping/g9tH,陳明通傳下莊退休 台大校長：教評會只審懲處不審退休,吹哨者,|,
2023/06/01,https://youtu.be/zzDZWBmiIgI?si=AgKGcfoEOhnvAtoR,【直播精華】坐牢課幾單可以用手機？少年昌哥火力全開、中年昌叔嗚嗚！不過台主BAN人也太隨BAN了吧,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/05/31,https://www.youtube.com/shorts/QRBNcy-_DRU,地獄樂的怪物是參考台灣的超醜吉祥物吧！！？？#shorts #希翁 #vtuber #台灣vtuber#來自深淵，啊~不是，來自彰化的吉象物>.0,"Vtuber/Vup收藏, 這是什麼酷酷的東西",影片|雜談向,
2023/05/31,https://www.youtube.com/watch?v=6hq8hX6iX9w,MILGRAM -ミルグラム- / マヒル「だいすき」第二審MV,音樂收藏,中層,
2023/05/31,https://disp.cc/m/Gossiping/g8T7,Re: [爆卦] 黃國昌直播快萬人觀看,吹哨者,|,
2023/05/29,https://www.youtube.com/live/SdMnk_gTxuk?si=Y5Cgi0zNH3lfrmaY,【國昌直播】看看上週立法院在做什麼_0529,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/05/28,https://www.youtube.com/watch?v=rPr64Vu-rvg,台南黑化源於賴清德,"社會學, 吹哨者",時事輿論,
2023/05/28,https://www.youtube.com/watch?v=QvLqVhKCJps,這麼危險和兇殘的小隻VTuber你有見過嗎?【VTuber中文】【filian】,Vtuber/Vup收藏,遊戲向,
2023/05/26,https://disp.cc/m/Gossiping/g7RO,[問卦] 哇靠，鳳林鎮要變光電城？？？,吹哨者,|,
2023/05/26,https://disp.cc/m/Gossiping/g7Sq,[爆卦] 王鴻薇FB-中油半夜偷運油？,吹哨者,|,
2023/05/26,https://disp.cc/m/Gossiping/g7W4,"【獨家】數位部網站爆有嚴重資安漏洞長達7個月　專家曝：讓駭客可自由進出、潛伏","事件目錄, 吹哨者",Ⅲ事件|個資洩漏,
2023/05/25,https://youtu.be/32w6NQzxFxY?si=Gxg5Q2-ZsLdqDCwT,【直播精華】開箱詐騙主嫌行頭：手戴AP錶、腳踩麥拉倫！國營事業用人唯親？,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/05/25,https://www.youtube.com/watch?v=nMFBbSPO5Hk,ブルーアーカイブ Blue Archive OST 161 (龍武同舟 ～思い描くは、ひとつの未来～ Event BGM),"音樂收藏, 蔚藍檔案",中層|純音樂,
2023/05/23,https://www.youtube.com/watch?v=EFe7UU3faQU,2023-05-23《POP大國民》黃國昌 談「友人提醒也沒用 戰神再批陳歐珀裝沒事 / 昌：台灣司法制度出現極大漏洞！富豪權貴目中無王法」,"吹哨者, 社會學",時事輿論,
2023/05/22,https://www.youtube.com/live/MtJwgx4gFNE?si=T_V71DIGrzSEBGq4,【國昌直播】看看上週立法院在做什麼_0522,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/05/22,https://youtu.be/Q9sBQ5P5aAA?si=IYrb98agnS6KYunM,現在好萊塢反派劇本都愛這麼寫✍🏻How Hollywood Writes Villains now | Steven He官方中文翻譯,這是什麼酷酷的東西,影片,
2023/05/22,https://www.youtube.com/shorts/vgVPRHVZ-M8,Smartest basketball moment of all time?! #shorts ￼,"體育運動, 這是什麼酷酷的東西",影片|籃球,
2023/05/21,https://www.youtube.com/watch?v=NApnap4Dep4,批蘇貞昌「最低標」政策搞死工程界 李鴻源：棒球場2億變12億有省錢？【CNEWS】@bccnewsradio,"吹哨者, 社會學",敘述,
2023/05/20,https://www.youtube.com/watch?v=SLR5-sOzHXY,江戶前精靈 巫女繼位儀式歌,音樂收藏,臨界層,
2023/05/19,https://www.youtube.com/watch?v=SKrUw_gL054,[동방프로젝트-Touhou] 니하오 냥 유카리,"ACG同好會, ☯東方Project",東方|動畫|二次創作,
2023/05/18,https://youtu.be/SmgoFkKxius?si=9YoXFczZLCHegIBF,【直播精華】粉紅泡泡超標！浪漫na~老師說要質詢就要把人問到骨折！？ feat. @hance63 黃暐瀚,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/05/15,https://www.youtube.com/live/_avHvr47Vt8?si=1gmsp3VXq_5EUNM7,【國昌直播】來看看新北市議會在做什麼？ feat.@hance63 黃暐瀚,"系列主題, 社會學, , 區域地方縣市, ",黃國昌-通識課|時事輿論|新北市,
2023/05/15,https://disp.cc/m/Gossiping/g5TZ,"再生雙法六大爭議曝！陳培哲三問賴清德 學者心寒「他們不認為我是專家」","吹哨者, 社會相關議題",Ⅱ討論|[法律司法]相關議|[醫療]相關議題,
2023/05/15,https://disp.cc/m/Gossiping/g5Hf,綠委急推再生醫療法 學界炸鍋,吹哨者,|,
2023/05/13,https://www.youtube.com/watch?v=gQ6D0-0QQtI,【弁天様】怖いようで美しい！実在するかに見える映像作品「弁天様」や「本にはさまる人」などの作品を見に岐阜まで行ってきました。アートな世界をのぞいてきました。,"休閒牧場, 科技",科技|展覽,
2023/05/11,https://youtu.be/fU1k9NWJASY?si=Dl_6FRmYwTbseGOz,【直播精華】im.B吸金詐騙案！P2P平台管理曾經寫在施政報告裡？老師美妙的歌聲~才不需要伴奏呢！,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/05/11,https://www.youtube.com/watch?v=q50rPee_mv4,幽ノ楽園,音樂收藏,臨界層,
2023/05/09,https://www.youtube.com/shorts/MLbHcD_ESCo,They say living with woman is funny😭 #shorts #funny #viral#看來有人要被榨乾了~,這是什麼酷酷的東西,影片,
2023/05/08,https://www.youtube.com/live/tzJPe9TpYYs?si=oMcqtSFFnVGIJ1YJ,【國昌直播】看看上週立法院在做什麼_0508,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/05/06,https://www.youtube.com/watch?v=F8mYkbVYcUU,【國軍戰術區13】刺槍術換皮成「近戰格鬥術」？！史上最殘暴軍用格鬥系統！！/ 國外主流的軍用CQC介紹！！前陸戰隊員帶你深入瞭解【LongFei】R.O.C. armed forces TAOR 13,"社會相關議題, 軍武",Ⅰ建議|[國防|軍備|組織]相關議題|實戰,
2023/05/06,https://www.youtube.com/watch?v=x6coUxmLI0I,新設的交通圓環超越全台水準！【貓頭鷹交通書】交通講故事EP9。,社會相關議題,Ⅰ建議|[交通]相關議題,
2023/05/05,https://www.youtube.com/watch?v=WGOTMbLx8MI,「中國用語入侵」是個問題嗎？問題的癥結和根本的解決之道何在？,"社會相關議題, 語言研究院",Ⅰ建議|[兒少|教育]相關議題|[境外勢力]相關議題|文化入侵-|,
2023/05/05,https://www.youtube.com/watch?v=7aMmdcTHRtg,日本豪砸120億美元，興建總長400公里的沿海長城，真能阻擋海嘯嗎？,社會相關議題,[水資源]相關議題|Ⅰ建議,
2023/05/04,https://youtu.be/urb7Y3MuRaw?si=kRISPYva1cZIRIb4,【直播精華】老牌英式民主的國會氣氛如何？Yeah—！老師自稱很少找人辯論？小編直呼：不要瞎掰好嗎？,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/05/04,https://www.youtube.com/shorts/lEzBP1gSRx4,真正的寶可夢大師🤣,ACG同好會,迷因,
2023/05/03,https://www.youtube.com/watch?v=oRAiHP3nl4A,剛出社會的社畜們看看不吃虧｜莫名其妙EP43,人生哲學,職場,
2023/05/03,https://www.youtube.com/watch?v=GlXMYsRbyFs,教育占七成？那為什麼交通教育缺席三十年？？？,社會相關議題,Ⅰ建議|[交通]相關議題,
2023/05/02,https://disp.cc/m/Gossiping/g2YF,[問卦] 台灣風景變超大太陽能晶圓片?綠能毀台?,"吹哨者, 事件目錄",綠能|太陽能板,
2023/05/01,https://www.youtube.com/live/aq57g0skRA8?si=A5XhOvjtI3N7Iovu,【國昌直播】看看上週立法院在做什麼_0501｜為了國昌老師唱歌，小編下單了酷東西,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/05/01,https://www.youtube.com/watch?v=KvUJQWWFXsI,生態救大旱｜營造自然濕地補水、保水的永續行動(我們的島 第1202集 2023-05-01),社會相關議題,[水資源]相關議題|Ⅰ建議,
2023/04/28,https://www.youtube.com/shorts/iicJ5o-ujc8,亞洲老爸上火星☄️Asian Dad Goes To Mars | Steven He官方中文翻譯#一點違和感都沒有。,這是什麼酷酷的東西,影片,
2023/04/27,https://youtu.be/2UaZX6BUUh4?si=pHZ5oJQezV3Xk2GF,【直播精華】哇酷哇酷！來看看美國國會在幹嘛，結果考察到美式咆嘯？要確定欸,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/04/27,https://disp.cc/m/Gossiping/g243,6000萬母親遺產全捐清大 校友陳筱宇、蔡宗國：盼發揮100％效益,台灣[Taiwan],Ⅰ社會貢獻|陳筱宇與蔡宗國夫妻,
2023/04/27,https://disp.cc/m/Gossiping/g272,木柵動物園出現「鳥鳥遊行」！呆萌鵝屁顛排隊　超近距離觀摩,台灣[Taiwan],Ⅱ文化風景|,
2023/04/24,https://www.youtube.com/live/suJYfJUcViw?si=8TiJhPoufUmfAJzt,【國昌直播】看看上週立法院在做什麼_0424｜今天來講點巷仔內的,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/04/21,https://www.youtube.com/watch?v=ph4cM2Q5Mw0,汐止基隆捷運真的定案了！轉乘爛、路線糟皆有解？兩全其美折衷方案大公開🤩 板南線真的可以延伸了！？,"社會相關議題, 吹哨者, 區域地方縣市, 社會學, 區域地方縣市, ",Ⅰ建議|[交通]相關議題|基隆市|概念,
2023/04/20,https://youtu.be/DasCrXFWpHk?si=4F7spyJxNKkm036e,【直播精華】凱莉抖內、差點放送事故！首位咆哮認證的立委＋＜＞＜！詐騙首腦重判6個月！,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/04/20,https://www.youtube.com/watch?v=hkbJ75oei18,The Most Unique Bike Park I've Ever Ridden!,體育運動,單車,
2023/04/18,https://www.youtube.com/watch?v=9-KxpChTY9Y,2023-04-18《POP大國民》黃國昌 專訪 黃映綺 ＆ 許明翰 談「波波牙醫爭議再起 將如何影響台灣牙醫界？」,"吹哨者, 社會學",時事輿論,
2023/04/17,https://www.youtube.com/live/HnlfjITDDZg?si=qTQaosnvVOdFKRcV,【國昌直播】看看上週立法院在做什麼_0417｜ 聊聊：詐騙、《道交條例》修正、就業安定基金,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/04/17,https://www.youtube.com/live/HnlfjITDDZg?si=k1g4fzlhL-og4ip7,【國昌直播】看看上週立法院在做什麼_0417｜ 聊聊：詐騙、《道交條例》修正、就業安定基金,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/04/16,https://www.youtube.com/watch?v=uegeSwdfWjQ,【GitHub Pages】免費靜態網頁代管　免費架設屬於自己的個人網站｜使用有什麼限制？　如何使用自己的域名？　如何一次改整個帳號的域名？,程式語言,HTML|github,
2023/04/13,https://youtu.be/qnVVOFNpXjo?si=iOVvir9Z8XnNzEpO,【直播精華】前黃牛獨家受訪，實務經驗分享！黃牛好賺為什麼不做了？修法能遏止搶票歪風嗎？feat. 前黃牛先生,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/04/10,https://www.youtube.com/live/cskG3nfWXjs?si=6Y2Xm23H1Fy3kGcT,【國昌直播】看看上週立法院在做什麼_0410 ｜連線前黃牛,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/04/07,https://youtu.be/xn6pEFpbXh8?si=urc0ZezE1Awgvy2H,Cody･Lee(李) - 舞光(Music Video),音樂收藏,中層,
2023/04/06,https://www.youtube.com/watch?v=5J0b6D6_mjg,履歷中工作經驗太短還要寫嗎？面試官會不會覺得我是爛草莓！｜莫名其妙EP40,人生哲學,職場,
2023/04/05,https://www.youtube.com/shorts/ZV0GPrRtEyo,一段父子之間的「溫馨」對話🥵🤣#太多「含」義了,這是什麼酷酷的東西,影片,
2023/04/03,https://disp.cc/m/Gossiping/fXpQ,拋總統應去立院備詢 柯文哲：現在都躲在行政院長後面,吹哨者,|[承諾]台灣民眾黨,
2023/04/03,https://www.youtube.com/watch?v=ucwF96AGqO0,熱解小花蔓澤蘭｜把綠癌變綠金(我們的島 第1199集 2023-04-03),社會相關議題,Ⅰ建議|[動物]相關議題|[養殖業]相關議題|[經濟財政]相關議題|[綜合領域]相關議題,
2023/04/01,https://disp.cc/m/HatePolitics/fX3t,[轉錄] 王定宇：ㄆㄧㄚˋ台灣又贏了,吹哨者,|政客,
2023/04/01,https://travel.ettoday.net/article/640622.htm,台灣市容怎麼了？10張圖看冰島人怎麼蓋超美「鐵皮屋」,社會相關議題,Ⅰ建議|[都市|區域]計畫規劃議題|[建築工程]相關議題,
2023/03/31,https://disp.cc/m/Gossiping/fWHs,[問卦] 靠！卡車撞死女學生的路口到現在都還沒,社會相關議題,Ⅰ建議|[交通]相關議題,
2023/03/31,https://www.youtube.com/watch?v=_DVAp_7Kbwg,工作受傷、罹患職業病及上下班途中發生事故都有錢領喔！職災保險有哪些錢可以領？怎麼領？發生職災的保障很多，你不能不知道的資訊，都在張秘書分享的頻道中。每天花點時間，就可以保障自己的權益喔！,"法律相關, 人生哲學",職場,
2023/03/31,https://disp.cc/m/Gossiping/fWL0,北北基計程車4／1起調漲！滿意度民調出爐　過半民眾喊「減少搭」,社會相關議題,Ⅰ建議|[交通]相關議題,
2023/03/31,https://disp.cc/m/Gossiping/fWNg,好開心！蔣萬安兒童節送大禮　4月選一天「上課10分鐘、下課40分鐘」,社會相關議題,Ⅰ建議|[兒少|教育]相關議題,
2023/03/31,https://disp.cc/m/Gossiping/fWJd,駕駛人別僥倖！ 不禮讓行人 今天起汽車重罰3600元、機車1200元,社會相關議題,Ⅰ建議|[交通]相關議題,
2023/03/31,https://disp.cc/m/Gossiping/fWHC,鴻海「0到6歲公司養」 看見成果,社會相關議題,Ⅰ建議|[兒少|教育]相關議題|[經濟財政]相關議題|[政治]相關議題|[綜合領域]相關議題,
2023/03/31,https://disp.cc/m/Gossiping/fWJ5,Re: [新聞] 獨步全球！台大楊恩誠團隊研發「無蜂王授粉」 1/3成本,"科學, 生物學 社會相關議題",|生物學|昆蟲 Ⅰ建議|[養殖業]相關議題|[經濟財政]相關議題,
2023/03/30,https://youtu.be/c1jfWLqmtDk?si=JqSZbVfoQZF4WRlw,【直播精華】那些曾經無人知曉的關係，八十八槍的起源？＆立院表揚特輯,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/03/30,https://disp.cc/m/Gossiping/fWFT,前桃園市議員吳宗憲涉賄選 一票2100元發走路工,"社會相關議題, 吹哨者, 區域地方縣市, ",Ⅲ事件|[政治]相關議題|政客|桃園市,
2023/03/29,https://disp.cc/m/Gossiping/fWpC,[新聞] 台灣之光！果醬男孩 林韡勳奪世界果醬大賽,台灣[Taiwan],Ⅲ臺灣之光|林韡勳,
2023/03/29,https://disp.cc/m/Gossiping/fWmM,「目測」汽車隔熱紙透光度落後全球 王國材：3個月提法規修訂,吹哨者,|[承諾]台灣民眾黨,
2023/03/29,https://disp.cc/m/Gossiping/fWkz,快訊／林穎孟遭助理爆料「假面甜心」　提告怒索380萬結果出爐,"社會相關議題, 吹哨者",|政客|Ⅲ事件|[政治]相關議題,
2023/03/29,https://disp.cc/m/Gossiping/fWku,蔡英文向媽祖祈雨　蔡易餘PO影片樂喊：總統一來就下雨,"社會相關議題, 吹哨者",[認知作戰]相關議題|政客,
2023/03/27,https://www.youtube.com/live/RpBacwA1hVc?si=QnUWqWlLSytBIKYT,【國昌直播】看看上週立法院在做什麼_0327,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
2023/03/27,https://disp.cc/m/Gossiping/fW2V,訪中前夕宏國斷交 民進黨：簡直是中國在洗馬英九的臉,吹哨者,|政客,
2023/03/26,https://disp.cc/m/Gossiping/fVK4,為台宏斷交請辭外交部長？　吳釗燮：我不會迴避責任,吹哨者,|我負責,
2023/03/26,https://disp.cc/m/Gossiping/fVJM,憶李登輝史明 蔡總統：讓台灣自信走向世界責無旁貸,吹哨者,|政客,
2023/03/24,https://disp.cc/m/Gossiping/fVjC,「無米樂」淨土漸消逝　台南後壁大片農田改「種電」,吹哨者,|臺南市,
2023/03/23,https://youtu.be/FI5WtEFujFY?si=D3XRK-FXcfIQQXf7,【直播精華】大方公開！我的D槽精選！開台以來最硬派推理解謎？,"系列主題, 社會學, ",黃國昌-通識課|時事輿論,
